id; instituição; programa; grau_academico; título; data defesa; link
343; UNIVERSIDADE FEDERAL DE UBERLÂNDIA; ENGENHARIA ELÉTRICA; Doutorado; Estrutura Cognitiva para Tecnologias Educacionais Construtivistas  ECoTEC e seu Instrumento de Otimização  Web-ECoTEC; 2009-09-01; 
344; CENTRO UNIVERSITÁRIO FIEO; PSICOLOGIA EDUCACIONAL; Mestrado; Uma Experiência com Oficina de Pintura na Escola: Observações sobre o Desenvolvimento das Fases do Desenho e da Escrita.; 2009-05-01; 
345; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Mestrado; Avaliação de Aspectos Psicogenéticos do Nível de Análise Heurística de Crianças por Meio do Jogo LIG-4; 2012-08-01; 
346; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO; EDUCAÇÃO; Mestrado; O desenvolvimento do raciocínio moral por meio da técnica da discussão moral: Estudo realizado com alunos do Ensino Fundamental, na disciplina de Língua Portuguesa; 2009-09-01; 
347; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Mestrado; A GESTÃO DO CUIDADO EM INSTITUIÇÕES DE ACOLHIMENTO DE MENINOS FRENTE À DIVERSIDADE SEXUAL; 2015-03-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2359199
348; UNIVERSIDADE DE BRASÍLIA; ENSINO DE CIÊNCIAS; Mestrado Profissional; A Construção de Uma Proposta Didática de Forma Colaborativa: o uso de AVAs por professores de ciências na perspectiva construtivista; 2018-04-06; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6342139
349; UNIVERSIDADE SANTA CECÍLIA; Engenharia Mecânica; Mestrado Profissional; UTILIZAÇÃO DE FERRAMENTA MULTIMÍDIA NA MODELAGEM DE UMA REDE DE DISTRIBUIÇÃO DE ÁGUA COMO MOTIVAÇÃO PARA O ENSINO DE MECÂNICA DOS FLUIDOS; 2016-04-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4722793
350; UNIVERSIDADE ESTADUAL DE CAMPINAS; ENGENHARIA ELÉTRICA; Mestrado; NA DIREÇÃO DE UMA ARQUITETURA ORIENTADA A SERVIÇO PARA A ESCRITA COLABORATIVA DE DOCUMENTOS NAS NUVENS; 2016-08-03; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3653436
351; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA SOCIAL; Doutorado; Construtivismo interativo: estudo sobre instinto, afeto e cognição; 2009-06-01; 
352; UNIVERSIDADE FEDERAL DA BAHIA; EDUCAÇÃO; Doutorado; OS EDUCADORES E SUAS REPRESENTAÇÕES SOCIAIS DA BASE EPISTEMOLÓGICA DA PEDAGOGIA SOCIAL DO PROJETO AXÉ.; 2009-12-01; 
353; UNIVERSIDADE ESTADUAL DE PONTA GROSSA; EDUCAÇÃO; Mestrado; A utilização didática do cinema para a aprendizagem em Educação Ambiental; 2009-12-01; 
354; UNIVERSIDADE FEDERAL DO RIO GRANDE; EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE ( UFSM - FURG); Doutorado; Atualizações da prática pedagógica de professores de matemática em uma ecologia digital expressas no conversar; 2015-03-20; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2341764
355; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; ENSINO DE MATEMÁTICA; Mestrado Profissional; CONSTRUINDO O CONCEITO DE ÂNGULO A PARTIR DA SUA MOBILIZAÇÃO EM DIVERSOS CONTEXTOS E DA UTILIZAÇÃO DE MATERIAIS MANIPULATIVOS; 2017-09-04; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6091021
356; UNIVERSIDADE FEDERAL DE SANTA MARIA; EDUCAÇÃO; Mestrado; A RELAÇÃO PEDAGÓGICA EM SALA DE AULA: UM ESTUDO SOBRE O FRACASSO ESCOLAR E A CONSTRUÇÃO DA AUTONOMIA; 2010-08-01; 
357; Fundação Universidade de Passo Fundo; EDUCAÇÃO; Mestrado; O DESENVOLVIMENTO DA EQUILIBRAÇÃO MAJORANTE EM CRIANÇAS DE EDUCAÇÃO INFANTIL: UM ESTUDO DE CASO A PARTIR DO PROJETO BERÇÁRIO DE HACKERS; 2017-12-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6152973
358; UNIVERSIDADE DE SÃO PAULO; EDUCAÇÃO; Mestrado; A sequência didática como estratégia para aprendizagem dos processos físicos nas aulas de geografia do ciclo II do ensino fundamental; 2013-05-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=119938
359; UNIVERSIDADE FEDERAL DE PELOTAS; Letras; Mestrado; A escala comum de valores em grupos de aprendizagem de Espanhol como Língua Estrangeira (E/LE) como sistemas adaptativos complexos; 2013-03-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=96602
360; UNIVERSIDADE FEDERAL DE JUIZ DE FORA; EDUCAÇÃO; Mestrado; FABULAÇÕES E MODELOS OU  COMO POLÍTICAS  COGNITIVAS OPERAM EM EDUCAÇÃO MATEMÁTICA; 2013-04-01; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=221060
361; UNIVERSIDADE CRUZEIRO DO SUL; ENSINO DE CIÊNCIAS E MATEMÁTICA; Mestrado Profissional; O conhecimento das operações aritméticas e a aprendizagem de matrizes no endino médio: análise de interferências; 2013-09-12; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=790492
362; ESCOLA SUPERIOR DE TEOLOGIA; TEOLOGIA; Mestrado Profissional; O ENSINO RELIGIOSO E SEU SIGNIFICADO PARA ADOLESCENTES DO ENSINO FUNDAMENTAL EM UMA ESCOLA PÚBLICA MUNICIPAL EM MIRINZAL/MA; 2013-01-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=99367
363; UNIVERSIDADE FEDERAL DE MATO GROSSO; EDUCAÇÃO; Mestrado; O PROCESSO DE ENSINO NAS AULAS DE INFORMÁTICA: UM ESTUDO DAS ABORDAGENS TEÓRICAS PRESENTES NA PRÁTICA PEDAGÓGICA DOS PROFESSORES LICENCIADOS EM COMPUTAÇÃO; 2013-03-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=106125
364; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Doutorado; ENTRE O SOCIAL E O INDIVIDUAL: AS TROCAS INTELECTUAIS E AS TRAJETÓRIAS COGNITIVAS NO DESENVOLVIMENTO DA AUTONOMIA INTELECTUAL; 2018-07-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6373045
365; UNIVERSIDADE DE SÃO PAULO; ENSINO DE CIÊNCIAS  (MODALIDADES FÍSICA, QUÍMICA E BIOLOGIA); Mestrado; Conflito cognitivo e metas de realização: uma experiência nas aulas de física do ensino médio; 2013-10-02; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1214783
366; UNIVERSIDADE FEDERAL DE ALAGOAS; Ensino de Ciências e Matemática; Mestrado Profissional; EXPLORANDO O CONCEITO DE MAGNETISMO COM ALUNOS DO CURSO DE LICENCIATURA EM PEDAGOGIA NA MODALIDADE A DISTÂNCIA DA UFAL: Reflexões Sobre o Uso de Experimentos como Estratégia Didática no Ensino de Ciências da Natureza nos anos Iniciais da Educação Básica; 2013-08-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=282941
367; UNIVERSIDADE FEDERAL DA BAHIA; EDUCAÇÃO; Mestrado; A atuação do professor na construção do conhecimento dos estudantes durante o processo tutorial no Curso de Medicina da UESB: a visão do professor-tutor; 2009-03-01; 
368; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; INFORMÁTICA; Mestrado; PORTSERVICE-BR: UMA PLATAFORMA PARA PROCESSAMENTO DE LINGUAGEM NATURAL DA LÍNGUA PORTUGUESA; 2017-12-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5591285
369; CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA; ADMINISTRAÇÃO DAS MICRO E PEQUENAS EMPRESAS; Mestrado Profissional; EDUCAÇÃO EMPREENDEDORA: MÉTODOS ALTERNATIVOS DE ENSINO E APRENDIZAGEM PARA FORMAÇÃO DO EMPREENDEDOR; 2017-06-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5423415
370; FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ; DIREITO; Mestrado; TRAJETÓRIA HISTÓRICA DO DIREITO FUNDAMENTAL À EDUCAÇÃO ESPECIAL PERANTE O AUTISMO; 2017-06-19; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6069756
371; UNIVERSIDADE FEDERAL DE SÃO PAULO; PSICOBIOLOGIA; Doutorado; A Teoria da Retrogênese para a Classificação dos Estágios da Doença de Alzheimer em Uma Amostra da População Brasileira.; 2012-10-01; 
372; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; ENSINO NA EDUCAÇÃO BÁSICA; Mestrado; Sete dias de brincadeiras: a criança e seu brincar na educação infantil; 2018-05-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6320804
373; UNIVERSIDADE VILA VELHA; Segurança Pública; Mestrado Profissional; OS PROCESSOS DE FORMAÇÃO DE PROFESSORES NA MODALIDADE EJA: UM ESTUDOS OB REAEDUCAÇÃO EM VALORES EM UMA ESCOLA PENITENCIÁRIA; 2018-06-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6559245
374; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Mestrado; Cartão de crédito: salvação ou perdição? As representações de adultos jovens de Curitiba sobre a utilização do cartão de crédito.; 2011-03-01; 
375; UNIVERSIDADE DE SÃO PAULO; EDUCAÇÃO; Doutorado; O futuro é agora: possíveis caminhos para a formação de professores de espanhol como língua estrangeira para crianças.; 2011-04-01; 
376; UNIVERSIDADE ESTÁCIO DE SÁ; EDUCAÇÃO; Mestrado; O ensino de desenho técnico com GeoGebra e o desenvolvimento de autonomia para a aprendizagem; 2011-06-01; 
377; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; ENSINO DE FÍSICA; Profissionalizante; Uma abordagem para os conceitos de velocidade e aceleração no ensino médio; 2011-08-01; 
378; UNIVERSIDADE DE SÃO PAULO; EDUCAÇÃO; Doutorado; Aproximações entre a legislação da Educação Infantil brasileira, seus pressupostos teóricos e a prática pedagógica: o processo de reflexão sobre a ação docente como meio de aprimoramento da atuação do professor; 2010-09-01; 
379; PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO; EDUCAÇÃO; Doutorado; Memórias do/no Instituto de Educação de Nova Friburgo: (re)construindo práticas e sentidos; 2015-04-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2453231
380; PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL; CIÊNCIAS CRIMINAIS; Mestrado; “O ADOLESCENTE EM CONFLITO COM A LEI: UMA ANÁLISE DO DESENVOLVIMENTO MORAL COGNITIVO DE ADOLESCENTES QUE COMETERAM LATROCÍNIO”; 2015-12-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3334193
381; UNIVERSIDADE SEVERINO SOMBRA; EDUCAÇÃO MATEMÁTICA; Mestrado Profissional; PERCEPÇÃO ESPACIAL POR CRIANÇAS COM SÍNDROME DE DOWN: UM ESTUDO DE CASO ETNOGRÁFICO COM JOGOS ONLINE; 2013-07-05; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=380074
382; UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO; EDUCAÇÃO, CULTURA E COMUNICAÇÃO; Mestrado; Representação semiótica: uma perspectiva para a construção do conceito de número na educação infantil; 2018-02-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6838719
383; UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO; EDUCAÇÃO; Mestrado; A afetividade e alfabetização nos anos iniciais do ensino fundamental; 2014-08-20; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1302554
384; UNIVERSIDADE DE SÃO PAULO; EDUCAÇÃO; Doutorado; Erro e errância na educação em arte; 2014-10-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1478390
385; UNIVERSIDADE CIDADE DE SÃO PAULO; EDUCAÇÃO; Mestrado; FORMAÇÃO DE PROFESSORES NA CONTEMPORANEIDADE: CONTRIBUIÇÕES DAS CIÊNCIAS COGNITIVAS UNIVERSIDADE CIDADE DE SÃO PAULO SÃO PAULO 2015; 2015-06-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2571458
386; UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ; Formação Científica, Educacional e Tecnológica; Mestrado Profissional; A robótica educacional como ferramenta metodológica no processo ensino-aprendizagem: uma experiência com a segunda lei de Newton na série final do ensino fundamental; 2013-12-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=711594
387; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; EDUCAÇÃO; Mestrado; Simuladores computacionais X Oficina de modelos: Um estudo entre a alternância destes métodos na aprendizagem de um mesmo fenômeno físico; 2012-03-01; 
388; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; LINGÜÍSTICA APLICADA E ESTUDOS DA LINGUAGEM; Mestrado; Pesquisa-ação: um trabalho sobre os aspectos linguístico-discursivos no ensino de inglês; 2012-10-01; 
389; CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO; EDUCAÇÃO; Mestrado; A PEDAGOGIA DO BRINCAR Intercessões da ludicidade e da psicomotricidade para o desenvolvimento infantil; 2012-11-01; 
390; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; Orquestra Villa  Lobos : o impacto da competência musical no desenvolvimento sociocultural de um contexto popular; 2013-06-14; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1095630
391; UNIVERSIDADE ESTADUAL DE MARINGÁ; EDUCAÇÃO; Mestrado; DESCENTRAÇÃO COGNITIVA E ESFERA PÚBLICA DIALÓGICA NAS PRIMEIRAS SÉRIES ESCOLARES: UM ESTUDO EXPLORATÓRIO; 2013-04-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=218236
392; ESCOLA SUPERIOR DE TEOLOGIA; TEOLOGIA; Mestrado Profissional; O LÚDICO NO CURRÍCULO DA EDUCAÇÃO INFANTIL: DEBATES E PROPOSIÇÕES CONTEMPORÂNEOS; 2013-03-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=99404
393; UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO; DESIGN; Mestrado; Avaliação da usabilidade de ícones de aplicativos de dispositivos móveis  utilizados como apoio educacional para crianças na idade pré-escolar; 2016-07-12; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3808590
394; UNIVERSIDADE NOVE DE JULHO; EDUCAÇÃO; Doutorado; O COLÉGIO COMERCIAL VISCONDE DE CAIRU (1954-2002) - O ensino profissional que impulsionou trajetórias -; 2018-06-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6372102
395; INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DO AMAZONAS; Ensino de Física  - PROFIS; Mestrado Profissional; MÉTODOS PARA O ENSINO DE ÓPTICA PARA ALUNOS PORTADORES DE DEFICÊNCIA VISUAL; 2018-12-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6554022
396; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; EDUCAÇÃO; Mestrado; O jogo e a pratica pedagógica: o ensino da matematica através de jogos para crianças com dificuldades de aprendizagem; 2009-11-01; 
397; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; TECNOLOGIAS DA INTELIGÊNCIA E DESIGN DIGITAL; Mestrado; AS INTERAÇÕES DOS PROMOTORES DE JUSTIÇA MEDIADAS PELAS FERRAMENTAS DIGITAIS NA CRIAÇÃO DE UMA ESPAÇO DE APRENDIZAGEM; 2009-04-01; 
398; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; Planeta Arte: Uma funcionalidade para suporte do desenho na educação infantil e anos iniciais; 2009-04-01; 
399; UNIVERSIDADE ANHEMBI MORUMBI; COMUNICAÇÃO; Mestrado; A GAMIFICAÇÃO NOS PROCESSOS SOCIAIS CONTEMPORÂNEOS; 2016-06-16; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4941032
400; UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO; Matemática em Rede Nacional; Mestrado Profissional; A MATEMÁTICA DE FORMA DESCONTRAÍDA: O LÚDICO E AS OPERAÇÕES COM NÚMEROS NATURAIS, INTEIROS E RACIONAIS; 2016-03-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4295582
401; UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO; Ensino de Artes Cênicas; Mestrado Profissional; Caminhos para  a implantação do primeiro Curso técnico em Dança com Matriz Curricular Integrada no Brasil- O Ofício do professor, que Dança!; 2016-07-04; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4905829
402; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; INFORMÁTICA NA EDUCAÇÃO; Doutorado; Hiperobjetos da Robótica Educacional como Ferramentas para o Desenvolvimento da Abstração Reflexionante e do Pensamento Computacional; 2018-10-16; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6828881
403; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; ENSINO DE MATEMÁTICA; Mestrado Profissional; Fábrica de Matemática: aprendizagem de geometria via confecção e manipulação de objetos digitais e não-digitais; 2017-09-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5116151
404; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Mestrado; A motivação para a interrupção ou uso do crack em gestantes e puérperas.; 2017-06-14; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6244638
405; UNIVERSIDADE CATOLICA DE PETROPOLIS; EDUCAÇÃO; Mestrado; AFETIVIDADE E INCLUSÃO NA EDUCAÇÃO ESPECIAL; 2017-08-02; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5826068
406; UNIVERSIDADE CATOLICA DE PETROPOLIS; EDUCAÇÃO; Mestrado; SINTONIA FINA NA EDUCAÇÃO INFANTIL: UM ESTUDO SOBRE A PERCEPÇÃO DOS PROFISSIONAIS EM RELAÇÃO ÀS NECESSIDADES DA CRIANÇA; 2017-12-13; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6021826
407; Universidade Católica de Brasília; PSICOLOGIA; Mestrado; REPRESENTAÇÕES SOCIAIS DE PROFESSORES SOBRE AS DIFICULDADES DE APRENDIZAGEM; 2015-08-31; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2727532
408; UNIVERSIDADE FEDERAL DE ALAGOAS; Matemática em Rede Nacional; Mestrado Profissional; Uma Visualização e a representação Planar de Sólidos na Geometria Espacial; 2013-08-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1297441
409; UNIVERSIDADE DE SÃO PAULO; EDUCAÇÃO; Doutorado; Construindo Campos de Experiências: Creche, Arte contemporânea e a poética das crianças de 0 a 3 anos; 2015-09-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2549443
410; UNIVERSIDADE ESTADUAL DE MARINGÁ; GEOGRAFIA; Mestrado; O uso da maquete e a relação com o ensino e a aprendizagem dos conteúdos geográficos no 6º ano do ensino fundamental II: uma experiência no Colégio Estadual Professora Ivete Soares Castanharo em Campo Mourão, Paraná; 2015-03-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2632941
411; ESCOLA SUPERIOR DE TEOLOGIA; TEOLOGIA; Mestrado Profissional; ENSINO DA FILOSOFIA  A prática da leitura na educação do 9º ano; 2015-01-05; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2389465
412; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; TECNOLOGIAS DA INTELIGÊNCIA E DESIGN DIGITAL; Mestrado; JOGO APLICADO À EDUCAÇÃO: EXPERIÊNCIA ESCOLAR COM ENSINO FUNDAMENTAL II; 2015-09-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2847900
